2008,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Administration and Finance,GENERAL SERVICES AGENCY - CITY ADMIN,Administration and Finance:GENERAL SERVICES AGENCY - CITY ADMIN,Expense,ALLOCATED CHARGES,Expense:ALLOCATED CHARGES,0
2008,General Funds,General,General Funds:General,Other,SUPERIOR COURT,Other:SUPERIOR COURT,Expense,MATERIALS & SUPPLIES,Expense:MATERIALS & SUPPLIES,21000
2008,General Funds,General,General Funds:General,Administration and Finance,HUMAN RESOURCES,Administration and Finance:HUMAN RESOURCES,Expense,NON PERSONNEL SERVICES,Expense:NON PERSONNEL SERVICES,18196831
2008,General Funds,General,General Funds:General,Human Welfare,HUMAN SERVICES,Human Welfare:HUMAN SERVICES,Revenue,OTHER REVENUES,Revenue:OTHER REVENUES,173391
2008,Enterprise Funds,Enterprise,Enterprise Funds:Enterprise,Public Works,MTA-MUNICIPAL RAILWAY,Public Works:MTA-MUNICIPAL RAILWAY,Revenue,INTRAFUND TRANSFERS IN,Revenue:INTRAFUND TRANSFERS IN,11842544
2008,General Funds,General,General Funds:General,Human Welfare,ENVIRONMENT,Human Welfare:ENVIRONMENT,Expense,MATERIALS & SUPPLIES,Expense:MATERIALS & SUPPLIES,8054068
2008,Enterprise Funds,Enterprise,Enterprise Funds:Enterprise,Public Works,AIRPORT COMMISSION,Public Works:AIRPORT COMMISSION,Revenue,RENTS & CONCESSIONS,Revenue:RENTS & CONCESSIONS,192256000
2008,Capital Project Funds,Capital Project,Capital Project Funds:Capital Project,Community Health,PUBLIC HEALTH,Community Health:PUBLIC HEALTH,Revenue,OTHER FINANCING SOURCES,Revenue:OTHER FINANCING SOURCES,185000000
2008,Enterprise Funds,Enterprise,Enterprise Funds:Enterprise,Public Works,AIRPORT COMMISSION,Public Works:AIRPORT COMMISSION,Expense,NON PERSONNEL SERVICES,Expense:NON PERSONNEL SERVICES,86792750
2008,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Human Welfare,CHILDREN AND FAMILIES COMMISSION,Human Welfare:CHILDREN AND FAMILIES COMMISSION,Expense,SERVICES OF OTHER DEPTS,Expense:SERVICES OF OTHER DEPTS,9856609
2008,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Human Welfare,ENVIRONMENT,Human Welfare:ENVIRONMENT,Expense,SERVICES OF OTHER DEPTS,Expense:SERVICES OF OTHER DEPTS,938714
2008,General Funds,General,General Funds:General,Culture and Recreation,ARTS COMMISSION,Culture and Recreation:ARTS COMMISSION,Expense,SALARIES,Expense:SALARIES,632010
2008,General Funds,General,General Funds:General,Other,GENERAL FUND UNALLOCATED,Other:GENERAL FUND UNALLOCATED,Revenue,INTEREST & INVESTMENT INCOME,Revenue:INTEREST & INVESTMENT INCOME,16207000
2008,Enterprise Funds,Enterprise,Enterprise Funds:Enterprise,Public Works,WASTEWATER ENTERPRISE,Public Works:WASTEWATER ENTERPRISE,Revenue,OTHER REVENUES,Revenue:OTHER REVENUES,0
2008,Enterprise Funds,Enterprise,Enterprise Funds:Enterprise,Public Works,HETCH HETCHY,Public Works:HETCH HETCHY,Expense,DEBT SERVICE,Expense:DEBT SERVICE,0
2008,General Funds,General,General Funds:General,Public Works,BOARD OF APPEALS,Public Works:BOARD OF APPEALS,Expense,SALARIES,Expense:SALARIES,0
2008,General Funds,General,General Funds:General,Community Health,PUBLIC HEALTH,Community Health:PUBLIC HEALTH,Revenue,LICENSES; PERMITS & FRANCHISES,Revenue:LICENSES; PERMITS & FRANCHISES,36243267
2008,Enterprise Funds,Enterprise,Enterprise Funds:Enterprise,Community Health,PUBLIC HEALTH,Community Health:PUBLIC HEALTH,Expense,NON PERSONNEL SERVICES,Expense:NON PERSONNEL SERVICES,148266906
2008,General Funds,General,General Funds:General,Human Welfare,HUMAN RIGHTS COMMISSION,Human Welfare:HUMAN RIGHTS COMMISSION,Expense,MATERIALS & SUPPLIES,Expense:MATERIALS & SUPPLIES,25000
2008,Enterprise Funds,Enterprise,Enterprise Funds:Enterprise,Public Works,PORT,Public Works:PORT,Revenue,OPERATING TRANSFERS IN,Revenue:OPERATING TRANSFERS IN,0
2008,General Funds,General,General Funds:General,Public Works,GENERAL SERVICES AGENCY - PUBLIC WORKS,Public Works:GENERAL SERVICES AGENCY - PUBLIC WORKS,Expense,MANDATORY FRINGE BENEFITS,Expense:MANDATORY FRINGE BENEFITS,38802282
2008,General Funds,General,General Funds:General,Other,GENERAL FUND UNALLOCATED,Other:GENERAL FUND UNALLOCATED,Revenue,OTHER FINANCING SOURCES,Revenue:OTHER FINANCING SOURCES,304000
2008,Other Agency Funds,Other Agency,Other Agency Funds:Other Agency,Administration and Finance,TREASURER/TAX COLLECTOR,Administration and Finance:TREASURER/TAX COLLECTOR,Revenue,OTHER REVENUES,Revenue:OTHER REVENUES,291477
2008,General Funds,General,General Funds:General,Community Health,PUBLIC HEALTH,Community Health:PUBLIC HEALTH,Revenue,INTERGOVERNMENTAL REVENUES-FEDERAL,Revenue:INTERGOVERNMENTAL REVENUES-FEDERAL,4758284
2008,Other Agency Funds,Other Agency,Other Agency Funds:Other Agency,Human Welfare,HUMAN SERVICES,Human Welfare:HUMAN SERVICES,Revenue,OTHER REVENUES,Revenue:OTHER REVENUES,25000
2008,General Funds,General,General Funds:General,Administration and Finance,ELECTIONS,Administration and Finance:ELECTIONS,Expense,NON PERSONNEL SERVICES,Expense:NON PERSONNEL SERVICES,3882097
2008,General Funds,General,General Funds:General,Human Welfare,COUNTY EDUCATION OFFICE,Human Welfare:COUNTY EDUCATION OFFICE,Expense,SALARIES,Expense:SALARIES,58379
2008,General Funds,General,General Funds:General,Public Protection,JUVENILE PROBATION,Public Protection:JUVENILE PROBATION,Expense,SERVICES OF OTHER DEPTS,Expense:SERVICES OF OTHER DEPTS,3033066
2008,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Administration and Finance,ASSESSOR / RECORDER,Administration and Finance:ASSESSOR / RECORDER,Expense,PROJECT CARRYFORWARD BUDGETS ONLY,Expense:PROJECT CARRYFORWARD BUDGETS ONLY,0
2008,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Human Welfare,ENVIRONMENT,Human Welfare:ENVIRONMENT,Revenue,INTERGOVERNMENTAL REVENUES-STATE,Revenue:INTERGOVERNMENTAL REVENUES-STATE,2351419
2008,General Funds,General,General Funds:General,Administration and Finance,HUMAN RESOURCES,Administration and Finance:HUMAN RESOURCES,Expense,MANDATORY FRINGE BENEFITS,Expense:MANDATORY FRINGE BENEFITS,17033697
2008,General Funds,General,General Funds:General,Administration and Finance,ELECTIONS,Administration and Finance:ELECTIONS,Expense,MANDATORY FRINGE BENEFITS,Expense:MANDATORY FRINGE BENEFITS,898839
2008,Enterprise Funds,Enterprise,Enterprise Funds:Enterprise,Public Works,PORT,Public Works:PORT,Expense,MATERIALS & SUPPLIES,Expense:MATERIALS & SUPPLIES,1382193
2008,Enterprise Funds,Enterprise,Enterprise Funds:Enterprise,Public Works,MTA-MUNICIPAL RAILWAY,Public Works:MTA-MUNICIPAL RAILWAY,Revenue,RENTS & CONCESSIONS,Revenue:RENTS & CONCESSIONS,34392059
2008,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Public Works,ECONOMIC AND WORKFORCE DEVELOPMENT,Public Works:ECONOMIC AND WORKFORCE DEVELOPMENT,Expense,CITY GRANT PROGRAMS,Expense:CITY GRANT PROGRAMS,2355801
2008,Other Agency Funds,Other Agency,Other Agency Funds:Other Agency,Administration and Finance,RETIREMENT SYSTEM,Administration and Finance:RETIREMENT SYSTEM,Expense,NON PERSONNEL SERVICES,Expense:NON PERSONNEL SERVICES,3284078
2008,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Human Welfare,RENT ARBITRATION BOARD,Human Welfare:RENT ARBITRATION BOARD,Expense,NON PERSONNEL SERVICES,Expense:NON PERSONNEL SERVICES,124707
2008,General Funds,General,General Funds:General,Administration and Finance,CITY PLANNING,Administration and Finance:CITY PLANNING,Expense,SALARIES,Expense:SALARIES,4164589
2008,General Funds,General,General Funds:General,Administration and Finance,CONTROLLER,Administration and Finance:CONTROLLER,Revenue,PROPERTY TAXES,Revenue:PROPERTY TAXES,15204
2008,Internal Service Funds,Internal Service,Internal Service Funds:Internal Service,Administration and Finance,GENERAL SERVICES AGENCY - CITY ADMIN,Administration and Finance:GENERAL SERVICES AGENCY - CITY ADMIN,Expense,MANDATORY FRINGE BENEFITS,Expense:MANDATORY FRINGE BENEFITS,3120383
2008,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Public Protection,JUVENILE PROBATION,Public Protection:JUVENILE PROBATION,Expense,NON PERSONNEL SERVICES,Expense:NON PERSONNEL SERVICES,45115
2008,General Funds,General,General Funds:General,Public Works,GENERAL SERVICES AGENCY - PUBLIC WORKS,Public Works:GENERAL SERVICES AGENCY - PUBLIC WORKS,Revenue,EXPENDITURE RECOVERY,Revenue:EXPENDITURE RECOVERY,49614796
2008,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Human Welfare,CHILD SUPPORT SERVICES,Human Welfare:CHILD SUPPORT SERVICES,Revenue,CHARGES FOR SERVICES,Revenue:CHARGES FOR SERVICES,6500
2008,General Funds,General,General Funds:General,Administration and Finance,BOARD OF SUPERVISORS,Administration and Finance:BOARD OF SUPERVISORS,Expense,MANDATORY FRINGE BENEFITS,Expense:MANDATORY FRINGE BENEFITS,9726569
2008,Enterprise Funds,Enterprise,Enterprise Funds:Enterprise,Public Works,AIRPORT COMMISSION,Public Works:AIRPORT COMMISSION,Revenue,OTHER FINANCING SOURCES,Revenue:OTHER FINANCING SOURCES,3200000
2008,General Funds,General,General Funds:General,Administration and Finance,CONTROLLER,Administration and Finance:CONTROLLER,Expense,SALARIES,Expense:SALARIES,7230613
2008,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Public Protection,ADULT PROBATION,Public Protection:ADULT PROBATION,Revenue,INTERGOVERNMENTAL REVENUES-FEDERAL,Revenue:INTERGOVERNMENTAL REVENUES-FEDERAL,143822
2008,General Funds,General,General Funds:General,Administration and Finance,GENERAL CITY RESPONSIBILITY,Administration and Finance:GENERAL CITY RESPONSIBILITY,Revenue,OPERATING TRANSFERS IN,Revenue:OPERATING TRANSFERS IN,3857067
2008,General Funds,General,General Funds:General,Administration and Finance,GENERAL CITY RESPONSIBILITY,Administration and Finance:GENERAL CITY RESPONSIBILITY,Expense,GENERAL FUND SUBSIDY TRANSFER OUT,Expense:GENERAL FUND SUBSIDY TRANSFER OUT,0
2008,General Funds,General,General Funds:General,Administration and Finance,TREASURER/TAX COLLECTOR,Administration and Finance:TREASURER/TAX COLLECTOR,Expense,SERVICES OF OTHER DEPTS,Expense:SERVICES OF OTHER DEPTS,2030091
2008,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Human Welfare,HUMAN SERVICES,Human Welfare:HUMAN SERVICES,Revenue,EXPENDITURE RECOVERY,Revenue:EXPENDITURE RECOVERY,0
2008,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Public Works,GENERAL SERVICES AGENCY - PUBLIC WORKS,Public Works:GENERAL SERVICES AGENCY - PUBLIC WORKS,Expense,MANDATORY FRINGE BENEFITS,Expense:MANDATORY FRINGE BENEFITS,14626188
2008,General Funds,General,General Funds:General,Other,GENERAL FUND UNALLOCATED,Other:GENERAL FUND UNALLOCATED,Revenue,OTHER LOCAL TAXES,Revenue:OTHER LOCAL TAXES,522851159
2008,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Human Welfare,HUMAN SERVICES,Human Welfare:HUMAN SERVICES,Revenue,CHARGES FOR SERVICES,Revenue:CHARGES FOR SERVICES,191264
2008,Enterprise Funds,Enterprise,Enterprise Funds:Enterprise,Public Works,MTA-MUNICIPAL RAILWAY,Public Works:MTA-MUNICIPAL RAILWAY,Expense,OVERHEAD,Expense:OVERHEAD,52514442
2008,General Funds,General,General Funds:General,Public Protection,DISTRICT ATTORNEY,Public Protection:DISTRICT ATTORNEY,Expense,FACILITIES MAINTENANCE,Expense:FACILITIES MAINTENANCE,0
2008,General Funds,General,General Funds:General,Public Protection,ADULT PROBATION,Public Protection:ADULT PROBATION,Expense,MANDATORY FRINGE BENEFITS,Expense:MANDATORY FRINGE BENEFITS,25817343
2008,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Public Protection,POLICE,Public Protection:POLICE,Expense,MATERIALS & SUPPLIES,Expense:MATERIALS & SUPPLIES,244903
2008,General Funds,General,General Funds:General,Public Works,BOARD OF APPEALS,Public Works:BOARD OF APPEALS,Expense,SERVICES OF OTHER DEPTS,Expense:SERVICES OF OTHER DEPTS,0
2008,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Human Welfare,RENT ARBITRATION BOARD,Human Welfare:RENT ARBITRATION BOARD,Expense,MATERIALS & SUPPLIES,Expense:MATERIALS & SUPPLIES,28029
2008,Enterprise Funds,Enterprise,Enterprise Funds:Enterprise,Public Works,WASTEWATER ENTERPRISE,Public Works:WASTEWATER ENTERPRISE,Expense,OVERHEAD,Expense:OVERHEAD,2257911
2008,General Funds,General,General Funds:General,Human Welfare,ENVIRONMENT,Human Welfare:ENVIRONMENT,Expense,SALARIES,Expense:SALARIES,10243977
2008,Enterprise Funds,Enterprise,Enterprise Funds:Enterprise,Public Works,HETCH HETCHY,Public Works:HETCH HETCHY,Revenue,INTEREST & INVESTMENT INCOME,Revenue:INTEREST & INVESTMENT INCOME,4663342
2008,General Funds,General,General Funds:General,Human Welfare,CHILDREN YOUTH & THEIR FAMILIES,Human Welfare:CHILDREN YOUTH & THEIR FAMILIES,Expense,MANDATORY FRINGE BENEFITS,Expense:MANDATORY FRINGE BENEFITS,1191643
2008,General Funds,General,General Funds:General,Administration and Finance,ASSESSOR / RECORDER,Administration and Finance:ASSESSOR / RECORDER,Expense,OPERATING TRANSFERS OUT,Expense:OPERATING TRANSFERS OUT,9036
2008,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Culture and Recreation,PUBLIC LIBRARY,Culture and Recreation:PUBLIC LIBRARY,Expense,MATERIALS & SUPPLIES,Expense:MATERIALS & SUPPLIES,11543860
2008,Other Agency Funds,Other Agency,Other Agency Funds:Other Agency,Culture and Recreation,RECREATION AND PARK COMMISSION,Culture and Recreation:RECREATION AND PARK COMMISSION,Revenue,RENTS & CONCESSIONS,Revenue:RENTS & CONCESSIONS,571312
2008,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Public Works,DEPARTMENT OF BUILDING INSPECTION,Public Works:DEPARTMENT OF BUILDING INSPECTION,Expense,OPERATING TRANSFERS OUT,Expense:OPERATING TRANSFERS OUT,750000
2008,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Administration and Finance,MAYOR,Administration and Finance:MAYOR,Expense,SERVICES OF OTHER DEPTS,Expense:SERVICES OF OTHER DEPTS,52900
2008,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Human Welfare,HUMAN SERVICES,Human Welfare:HUMAN SERVICES,Revenue,OPERATING TRANSFERS IN,Revenue:OPERATING TRANSFERS IN,4000000
2008,General Funds,General,General Funds:General,Administration and Finance,TREASURER/TAX COLLECTOR,Administration and Finance:TREASURER/TAX COLLECTOR,Expense,PROGRAMMATIC PROJECTS,Expense:PROGRAMMATIC PROJECTS,333686
2008,General Funds,General,General Funds:General,Administration and Finance,HEALTH SERVICE SYSTEM,Administration and Finance:HEALTH SERVICE SYSTEM,Revenue,EXPENDITURE RECOVERY,Revenue:EXPENDITURE RECOVERY,1548657
2008,General Funds,General,General Funds:General,Administration and Finance,GENERAL SERVICES AGENCY - TECHNOLOGY,Administration and Finance:GENERAL SERVICES AGENCY - TECHNOLOGY,Revenue,EXPENDITURE RECOVERY,Revenue:EXPENDITURE RECOVERY,1817817
2008,General Funds,General,General Funds:General,Administration and Finance,CITY PLANNING,Administration and Finance:CITY PLANNING,Expense,MATERIALS & SUPPLIES,Expense:MATERIALS & SUPPLIES,1482269
2008,General Funds,General,General Funds:General,Administration and Finance,GENERAL CITY RESPONSIBILITY,Administration and Finance:GENERAL CITY RESPONSIBILITY,Expense,ALLOCATED CHARGES,Expense:ALLOCATED CHARGES,227001
2008,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Administration and Finance,CITY PLANNING,Administration and Finance:CITY PLANNING,Expense,MATERIALS & SUPPLIES,Expense:MATERIALS & SUPPLIES,2000
2008,Other Agency Funds,Other Agency,Other Agency Funds:Other Agency,Culture and Recreation,PUBLIC LIBRARY,Culture and Recreation:PUBLIC LIBRARY,Revenue,OTHER REVENUES,Revenue:OTHER REVENUES,60400
2008,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Culture and Recreation,PUBLIC LIBRARY,Culture and Recreation:PUBLIC LIBRARY,Revenue,CHARGES FOR SERVICES,Revenue:CHARGES FOR SERVICES,765000
2008,Debt Service Funds,Debt Service,Debt Service Funds:Debt Service,Administration and Finance,GENERAL CITY RESPONSIBILITY,Administration and Finance:GENERAL CITY RESPONSIBILITY,Revenue,INTERGOVERNMENTAL REVENUES-STATE,Revenue:INTERGOVERNMENTAL REVENUES-STATE,750000
2008,Other Agency Funds,Other Agency,Other Agency Funds:Other Agency,Culture and Recreation,PUBLIC LIBRARY,Culture and Recreation:PUBLIC LIBRARY,Revenue,INTEREST & INVESTMENT INCOME,Revenue:INTEREST & INVESTMENT INCOME,90000
2008,General Funds,General,General Funds:General,Administration and Finance,GENERAL SERVICES AGENCY - CITY ADMIN,Administration and Finance:GENERAL SERVICES AGENCY - CITY ADMIN,Expense,DEBT SERVICE,Expense:DEBT SERVICE,198527
2008,Enterprise Funds,Enterprise,Enterprise Funds:Enterprise,Public Works,WATER DEPARTMENT,Public Works:WATER DEPARTMENT,Revenue,INTEREST & INVESTMENT INCOME,Revenue:INTEREST & INVESTMENT INCOME,2402500
2008,Enterprise Funds,Enterprise,Enterprise Funds:Enterprise,Public Works,PORT,Public Works:PORT,Expense,PROGRAMMATIC PROJECTS,Expense:PROGRAMMATIC PROJECTS,61255
2008,General Funds,General,General Funds:General,Public Works,GENERAL SERVICES AGENCY - PUBLIC WORKS,Public Works:GENERAL SERVICES AGENCY - PUBLIC WORKS,Expense,SALARIES,Expense:SALARIES,44873667
2008,General Funds,General,General Funds:General,Public Protection,FIRE DEPARTMENT,Public Protection:FIRE DEPARTMENT,Revenue,CHARGES FOR SERVICES,Revenue:CHARGES FOR SERVICES,1088070
2008,Capital Project Funds,Capital Project,Capital Project Funds:Capital Project,Public Works,GENERAL SERVICES AGENCY - PUBLIC WORKS,Public Works:GENERAL SERVICES AGENCY - PUBLIC WORKS,Revenue,OTHER FINANCING SOURCES,Revenue:OTHER FINANCING SOURCES,18345475
2008,Capital Project Funds,Capital Project,Capital Project Funds:Capital Project,Public Works,GENERAL SERVICES AGENCY - PUBLIC WORKS,Public Works:GENERAL SERVICES AGENCY - PUBLIC WORKS,Revenue,INTERGOVERNMENTAL REVENUES-STATE,Revenue:INTERGOVERNMENTAL REVENUES-STATE,0
2008,General Funds,General,General Funds:General,Administration and Finance,TREASURER/TAX COLLECTOR,Administration and Finance:TREASURER/TAX COLLECTOR,Expense,CAPITAL OUTLAY,Expense:CAPITAL OUTLAY,134115
2008,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Public Works,ECONOMIC AND WORKFORCE DEVELOPMENT,Public Works:ECONOMIC AND WORKFORCE DEVELOPMENT,Expense,SERVICES OF OTHER DEPTS,Expense:SERVICES OF OTHER DEPTS,1619851
2008,General Funds,General,General Funds:General,Administration and Finance,ETHICS COMMISSION,Administration and Finance:ETHICS COMMISSION,Revenue,FINES; FORFEITURES & PENALTIES,Revenue:FINES; FORFEITURES & PENALTIES,10727789
2008,Other Agency Funds,Other Agency,Other Agency Funds:Other Agency,Culture and Recreation,RECREATION AND PARK COMMISSION,Culture and Recreation:RECREATION AND PARK COMMISSION,Revenue,INTEREST & INVESTMENT INCOME,Revenue:INTEREST & INVESTMENT INCOME,65000
2008,Enterprise Funds,Enterprise,Enterprise Funds:Enterprise,Public Works,HETCH HETCHY,Public Works:HETCH HETCHY,Expense,MATERIALS & SUPPLIES,Expense:MATERIALS & SUPPLIES,1982071
